plant,pollinator,n,n_inat
Rudbeckia hirta,Megachile inimica,2,2
Rudbeckia hirta,Megachile latimanus,8,8
Rudbeckia hirta,Megachile mendica,1,1
Rudbeckia hirta,Megachile petulans,1,1
Rudbeckia hirta,Megachile policaris,1,1
Rudbeckia hirta,Megachile pugnata,19,19
Rudbeckia hirta,Megachile relativa,1,1
Rudbeckia hirta,Megachile sculpturalis,2,2
Rudbeckia hirta,Megachile xylocopoides,8,8
Rudbeckia hirta,Melissodes bimaculatus,2,2
Rudbeckia hirta,Melissodes desponsus,1,1
Rudbeckia hirta,Melissodes druriellus,1,1
Rudbeckia hirta,Melissodes microstictus,4,4
Rudbeckia hirta,Melissodes niveus,1,1
Rudbeckia hirta,Melissodes subillatus,1,1
Rudbeckia hirta,Melissodes trinodis,31,31
Rudbeckia hirta,Meromyza americana,1,0
Rudbeckia hirta,Microcrambus elegans,1,1
Rudbeckia hirta,Mitoura gryneus,1,1
Rudbeckia hirta,Morellia micans,1,0
Rudbeckia hirta,Mydas clavatus,1,1
Rudbeckia hirta,Myolepta varipes,1,0
Rudbeckia hirta,Myzinum quinquecinctum,1,1
Rudbeckia hirta,Nemognatha nemorensis,30,30
Rudbeckia hirta,Nemotelus kansensis,2,2
Rudbeckia hirta,Nephrotoma ferruginea,2,2
Rudbeckia hirta,Nomada erigeronis,1,1
Rudbeckia hirta,Nomada tiftonensis,2,2
Rudbeckia hirta,Oarisma poweshiek,11,11
Rudbeckia hirta,Odontocorynus umbellae,1,1
Rudbeckia hirta,Palpada furcata,2,2
Rudbeckia hirta,Palpada vinetorum,3,3
Rudbeckia hirta,Papilio glaucus,1,1
Rudbeckia hirta,Papilio polyxenes,2,2
Rudbeckia hirta,Papilio troilus,2,2
Rudbeckia hirta,Parancistrocerus leionotus,4,4
Rudbeckia hirta,Parancistrocerus perennis,2,2
Rudbeckia hirta,Paranthidium jugatorium,3,3
Rudbeckia hirta,Paravilla separata,5,5
Rudbeckia hirta,Pelidnota punctata,1,1
Rudbeckia hirta,Perilampus fulvicornis,1,0
Rudbeckia hirta,Petrophila canadensis,1,1
Rudbeckia hirta,Petrophila fulicalis,1,1
Rudbeckia hirta,Philanthus bilunatus,9,9
Rudbeckia hirta,Philanthus gibbosus,3,3
Rudbeckia hirta,Pholisora catullus,3,3
Rudbeckia hirta,Photinus pyralis,1,1
Rudbeckia hirta,Phyciodes tharos,78,78
Rudbeckia hirta,Physocephala furcillata,2,2
Rudbeckia hirta,Physocephala tibialis,3,3
Rudbeckia hirta,Physoconops obscuripennis,1,1
Rudbeckia hirta,Pieris rapae,4,4
Rudbeckia hirta,Pimpla marginella,1,1
Rudbeckia hirta,Pleuroprucha insulsaria,1,1
Rudbeckia hirta,Poanes viator,1,1
Rudbeckia hirta,Podabrus rugosulus,2,2
Rudbeckia hirta,Poecilanthrax lucifer,1,1
Rudbeckia hirta,Poecilanthrax tegminipennis,18,18
Rudbeckia hirta,Polistes carolina,1,1
Rudbeckia hirta,Polistes dominula,3,3
Rudbeckia hirta,Polistes exclamans,1,1
Rudbeckia hirta,Polistes fuscatus,7,7
Rudbeckia hirta,Polistes metricus,2,2
Rudbeckia hirta,Polites themistocles,3,3
Rudbeckia hirta,Polydrusus formosus,1,1
Rudbeckia hirta,Pontia protodice,3,3
Rudbeckia hirta,Popillia japonica,4,4
Rudbeckia hirta,Prionyx parkeri,2,2
Rudbeckia hirta,Prochoreutis inflatella,1,1
Rudbeckia hirta,Promachus rufipes,2,2
Rudbeckia hirta,Propylaea quatuordecimpunctata,2,2
Rudbeckia hirta,Pseudoanthidium nanum,4,4
Rudbeckia hirta,Pseudocneorhinus bifasciatus,1,1
Rudbeckia hirta,Pseudopanurgus albitarsis,1,1
Rudbeckia hirta,Pyrausta acrionalis,3,3
Rudbeckia hirta,Pyrausta inornatalis,2,2
Rudbeckia hirta,Pyrausta orphisalis,5,5
Rudbeckia hirta,Pyrausta signatalis,1,1
Rudbeckia hirta,Satyrium calanus,1,1
Rudbeckia hirta,Satyrium edwardsii,1,1
Rudbeckia hirta,Sceliphron caementarium,2,2
Rudbeckia hirta,Schinia arcigera,1,1
Rudbeckia hirta,Scolia bicincta,5,5
Rudbeckia hirta,Scolia dubia,16,16
Rudbeckia hirta,Scolia nobilitata,11,11
Rudbeckia hirta,Sitochroa palealis,1,1
Rudbeckia hirta,Sitona hispidulus,1,1
Rudbeckia hirta,Sparnopolius confusus,11,11
Rudbeckia hirta,Sphaerophoria contigua,1,1
Rudbeckia hirta,Sphaerophoria sulphuripes,1,1
Rudbeckia hirta,Sphecius speciosus,2,2
Rudbeckia hirta,Sphecodes illinoensis,1,0
Rudbeckia hirta,Sphex ichneumoneus,1,1
Rudbeckia hirta,Sphex pensylvanicus,1,1
Rudbeckia hirta,Spilosoma virginica,1,1
Rudbeckia hirta,Spoladea recurvalis,2,2
Rudbeckia hirta,Strabala rufa,1,1
Rudbeckia hirta,Strangalepta abbreviata,1,1
Rudbeckia hirta,Strangalia famelica,1,1
Rudbeckia hirta,Strangalia luteicornis,1,1
Rudbeckia hirta,Strangalia sexnotata,4,4
Rudbeckia hirta,Strangalia virilis,1,1
Rudbeckia hirta,Strymon melinus,8,8
Rudbeckia hirta,Svastra atripes,1,0
Rudbeckia hirta,Svastra obliqua,1,1
Rudbeckia hirta,Synanthedon acerni,1,1
Rudbeckia hirta,Synchlora aerata,1,1
Rudbeckia hirta,Syritta pipiens,4,4
Rudbeckia hirta,Syrphus opinator,1,1
Rudbeckia hirta,Syrphus rectus,1,1
Rudbeckia hirta,Tharsalea hyllus,2,2
Rudbeckia hirta,Therion circumflexum,1,1
Rudbeckia hirta,Thymelicus lineola,1,1
Rudbeckia hirta,Thyris maculata,1,1
Rudbeckia hirta,Toxomerus geminatus,29,29
Rudbeckia hirta,Toxomerus marginatus,40,40
Rudbeckia hirta,Toxorhynchites rutilus,2,2
Rudbeckia hirta,Trichodezia albovittata,2,2
Rudbeckia hirta,Trichopoda pennipes,1,1
Rudbeckia hirta,Triepeolus helianthi,1,1
Rudbeckia hirta,Triepeolus lunatus,2,2
Rudbeckia hirta,Typocerus velutinus,2,2
Rudbeckia hirta,Urbanus proteus,1,1
Rudbeckia hirta,Vanessa atalanta,10,10
Rudbeckia hirta,Vanessa cardui,8,8
Rudbeckia hirta,Vanessa virginiensis,24,24
Rudbeckia hirta,Vernia verna,2,2
Rudbeckia hirta,Vespula maculifrons,1,1
Rudbeckia hirta,Xylocopa virginica,11,11
Rudbeckia hirta,Zethus spinipes,1,1
Rudbeckia hirta,Zonitis vittigera,4,4
Rudbeckia laciniata,Achyra rantalis,3,3
Rudbeckia laciniata,Adejeania vexatrix,1,1
Rudbeckia laciniata,Agapostemon sericeus,1,1
Rudbeckia laciniata,Agapostemon splendens,1,1
Rudbeckia laciniata,Agapostemon virescens,8,8
Rudbeckia laciniata,Ammophila nigricans,1,1
Rudbeckia laciniata,Ammophila procera,1,1
Rudbeckia laciniata,Ancistrocerus gazella,2,2
Rudbeckia laciniata,Andrena helianthi,7,7
Rudbeckia laciniata,Andrena miserabilis,1,0
Rudbeckia laciniata,Andrena pruni,1,0
Rudbeckia laciniata,Apis mellifera,47,47
Rudbeckia laciniata,Archilochus colubris,3,3
Rudbeckia laciniata,Asphondylia rudbeckiaeconspicua,2,2
Rudbeckia laciniata,Athetis tarda,1,1
Rudbeckia laciniata,Augochlora pura,8,7
Rudbeckia laciniata,Augochloropsis metallica,1,0
Rudbeckia laciniata,Battus philenor,2,2
Rudbeckia laciniata,Bembix americana,6,6
Rudbeckia laciniata,Bicyrtes quadrifasciatus,14,14
Rudbeckia laciniata,Bombus,5,5
Rudbeckia laciniata,Bombus affinis,15,10
Rudbeckia laciniata,Bombus bifarius,1,0
Rudbeckia laciniata,Bombus bimaculatus,2,1
Rudbeckia laciniata,Bombus citrinus,11,6
Rudbeckia laciniata,Bombus cockerelli,1,1
Rudbeckia laciniata,Bombus flavidus,2,0
Rudbeckia laciniata,Bombus fraternus,2,1
Rudbeckia laciniata,Bombus griseocollis,26,25
Rudbeckia laciniata,Bombus huntii,1,0
Rudbeckia laciniata,Bombus impatiens,142,104
Rudbeckia laciniata,Bombus occidentalis,2,2
Rudbeckia laciniata,Bombus pensylvanicus,6,6
Rudbeckia laciniata,Bombus perplexus,2,2
Rudbeckia laciniata,Bombus rufocinctus,13,8
Rudbeckia laciniata,Bombus ternarius,18,18
Rudbeckia laciniata,Bombus vagans,2,2
Rudbeckia laciniata,Calycomyza frickiana,2,2
Rudbeckia laciniata,Calycopis cecrops,9,9
Rudbeckia laciniata,Centris nitida,1,1
Rudbeckia laciniata,Ceratina calcarata,1,0
Rudbeckia laciniata,Ceropales robinsonii,1,0
Rudbeckia laciniata,Chauliognathus pensylvanicus,14,14
Rudbeckia laciniata,Chlorochlamys chloroleucaria,1,1
Rudbeckia laciniata,Chlosyne nycteis,2,2
Rudbeckia laciniata,Cisseps fulvicollis,2,2
Rudbeckia laciniata,Coelioxys modestus,1,1
Rudbeckia laciniata,Coleomegilla maculata,1,1
Rudbeckia laciniata,Colias philodice,3,3
Rudbeckia laciniata,Conchylodes ovulalis,1,1
Rudbeckia laciniata,Condica vecors,1,1
Rudbeckia laciniata,Copestylum vesicularium,1,1
Rudbeckia laciniata,Crambus praefectellus,1,1
Rudbeckia laciniata,Cyaniris neglecta,6,6
Rudbeckia laciniata,Danaus plexippus,29,29
Rudbeckia laciniata,Dejongia lobidactylus,1,1
Rudbeckia laciniata,Desmia funeralis,2,2
Rudbeckia laciniata,Diabrotica undecimpunctata,9,9
Rudbeckia laciniata,Digrammia ocellinata,1,1
Rudbeckia laciniata,Epargyreus clarus,1,1
Rudbeckia laciniata,Epeolus bifasciatus,3,3
Rudbeckia laciniata,Epicauta funebris,1,1
Rudbeckia laciniata,Epistrophe grossulariae,3,3
Rudbeckia laciniata,Eremnophila aureonotata,35,35
Rudbeckia laciniata,Eristalis arbustorum,1,1
Rudbeckia laciniata,Eristalis dimidiata,3,3
Rudbeckia laciniata,Eristalis transversa,27,27
Rudbeckia laciniata,Erynnis baptisiae,2,2
Rudbeckia laciniata,Erynnis horatius,3,3
Rudbeckia laciniata,Eumenes fraternus,1,0
Rudbeckia laciniata,Euodynerus hidalgo,4,4
Rudbeckia laciniata,Euptoieta claudia,1,1
Rudbeckia laciniata,Eusarca confusaria,1,1
Rudbeckia laciniata,Fissicrambus mutabilis,1,1
Rudbeckia laciniata,Geranomyia rostrata,1,1
Rudbeckia laciniata,Gnophaela vermiculata,2,2
Rudbeckia laciniata,Halictus confusus,2,2
Rudbeckia laciniata,Halictus ligatus,25,25
Rudbeckia laciniata,Halictus poeyi,1,1
Rudbeckia laciniata,Halictus rubicundus,2,2
Rudbeckia laciniata,Harrisina americana,1,1
Rudbeckia laciniata,Helicoverpa zea,1,1
Rudbeckia laciniata,Herpetogramma pertextalis,1,1
Rudbeckia laciniata,Hoplitimyia constans,1,1
Rudbeckia laciniata,Horisme intestinata,1,1
Rudbeckia laciniata,Hylephila phyleus,1,1
Rudbeckia laciniata,Isodontia apicalis,1,0
Rudbeckia laciniata,Isodontia mexicana,1,1
Rudbeckia laciniata,Junonia coenia,2,2
Rudbeckia laciniata,Lasioglossum coriaceum,2,2
Rudbeckia laciniata,Lasioglossum quebecense,1,0
Rudbeckia laciniata,Lepidophora lutea,3,3
Rudbeckia laciniata,Libytheana carinenta,2,2
Rudbeckia laciniata,Limenitis arthemis,1,1
Rudbeckia laciniata,Limenitis astyanax,1,1
Rudbeckia laciniata,Lon zabulon,4,4
Rudbeckia laciniata,Lycaena hypophlaeas,3,3
Rudbeckia laciniata,Lycomorpha pholus,1,1
Rudbeckia laciniata,Megachile inermis,1,1
Rudbeckia laciniata,Megachile latimanus,2,2
Rudbeckia laciniata,Megachile mendica,4,3
Rudbeckia laciniata,Megachile pugnata,2,2
Rudbeckia laciniata,Megachile rotundata,1,1
Rudbeckia laciniata,Megachile sculpturalis,10,10
Rudbeckia laciniata,Megachile xylocopoides,5,5
Rudbeckia laciniata,Megacyllene robiniae,1,1
Rudbeckia laciniata,Meliscaeva cinctella,1,1
Rudbeckia laciniata,Melissodes bimaculatus,2,2
Rudbeckia laciniata,Melissodes trinodis,2,2
Rudbeckia laciniata,Milesia virginiensis,1,1
Rudbeckia laciniata,Mitoura gryneus,1,1
Rudbeckia laciniata,Morellia micans,1,0
Rudbeckia laciniata,Nomada affabilis,1,0
Rudbeckia laciniata,Nomada cressonii,1,0
Rudbeckia laciniata,Nomada integerrima,1,0
Rudbeckia laciniata,Nomophila nearctica,2,2
Rudbeckia laciniata,Papilio glaucus,5,5
Rudbeckia laciniata,Papilio polyxenes,1,1
Rudbeckia laciniata,Papilio troilus,1,1
Rudbeckia laciniata,Parancistrocerus perennis,3,3
Rudbeckia laciniata,Paranthidium jugatorium,2,2
Rudbeckia laciniata,Parrhasius m-album,1,1
Rudbeckia laciniata,Peponapis pruinosa,1,0
Rudbeckia laciniata,Perdita pallidipennis,1,1
Rudbeckia laciniata,Perispasta caeculalis,1,1
Rudbeckia laciniata,Petrophila canadensis,1,1
Rudbeckia laciniata,Petrophila hodgesi,1,1
Rudbeckia laciniata,Philanthus gibbosus,3,3
Rudbeckia laciniata,Photinus corrusca,1,1
Rudbeckia laciniata,Phyciodes tharos,5,5
Rudbeckia laciniata,Physocephala tibialis,2,2
Rudbeckia laciniata,Pieris rapae,2,2
Rudbeckia laciniata,Pleuroprucha insulsaria,1,1
Rudbeckia laciniata,Polygonia gracilis,1,1
Rudbeckia laciniata,Polygonia interrogationis,1,0
Rudbeckia laciniata,Prenolepis imparis,1,1
Rudbeckia laciniata,Pseudopanurgus compositarum,1,0
Rudbeckia laciniata,Ptilothrix bombiformis,1,1
Rudbeckia laciniata,Pyrausta acrionalis,1,1
Rudbeckia laciniata,Pyrausta rubricalis,1,1
Rudbeckia laciniata,Renia adspergillus,1,1
Rudbeckia laciniata,Satyrium calanus,1,1
Rudbeckia laciniata,Saucrobotys futilalis,2,2
Rudbeckia laciniata,Scolia bicincta,10,10
Rudbeckia laciniata,Scolia dubia,51,51
Rudbeckia laciniata,Scolia nobilitata,1,0
Rudbeckia laciniata,Sericomyia chrysotoxoides,1,1
Rudbeckia laciniata,Sphecodes illinoensis,1,0
Rudbeckia laciniata,Sphex flavovestitus,1,1
Rudbeckia laciniata,Sphex nudus,6,6
Rudbeckia laciniata,Sphex pensylvanicus,2,2
Rudbeckia laciniata,Spilomyia fusca,1,1
Rudbeckia laciniata,Spoladea recurvalis,1,1
Rudbeckia laciniata,Stelis louisae,5,5
Rudbeckia laciniata,Strymon melinus,7,7
Rudbeckia laciniata,Stylogaster neglecta,1,1
Rudbeckia laciniata,Sumitrosis inaequalis,1,1
Rudbeckia laciniata,Syritta pipiens,1,1
Rudbeckia laciniata,Syrphus knabi,1,1
Rudbeckia laciniata,Tetanolita floridana,1,1
Rudbeckia laciniata,Toxomerus geminatus,5,5
Rudbeckia laciniata,Toxomerus marginatus,2,2
Rudbeckia laciniata,Toxorhynchites rutilus,6,6
Rudbeckia laciniata,Trichodezia albovittata,1,1
Rudbeckia laciniata,Tricholita signata,2,2
Rudbeckia laciniata,Triepeolus lunatus,1,1
Rudbeckia laciniata,Udea rubigalis,1,1
Rudbeckia laciniata,Vanessa atalanta,2,1
Rudbeckia laciniata,Vanessa cardui,2,2
Rudbeckia laciniata,Vanessa virginiensis,4,4
Rudbeckia laciniata,Vernia verna,1,1
Rudbeckia laciniata,Vespula maculifrons,1,1
Rudbeckia laciniata,Xanthorhoe ferrugata,1,1
Rudbeckia laciniata,Xylocopa virginica,13,13
Rudbeckia laciniata,Zethus spinipes,3,3
Rudbeckia laciniata,Zonitis vittigera,1,1
Rudbeckia maxima,Bombus bifarius,2,0
Rudbeckia maxima,Bombus citrinus,1,1
Rudbeckia maxima,Bombus flavidus,2,0
Rudbeckia maxima,Bombus insularis,1,0
Rudbeckia maxima,Bombus vagans,1,0
Rudbeckia maxima,Danaus plexippus,2,2
Rudbeckia maxima,Erynnis horatius,1,1
Rudbeckia maxima,Halictus ligatus,1,1
Rudbeckia maxima,Halictus poeyi,2,2
Rudbeckia maxima,Scolia dubia,1,1
Rudbeckia missouriensis,Calliopsis andreniformis,1,1
Rudbeckia missouriensis,Euodynerus boscii,1,1
Rudbeckia missouriensis,Halictus ligatus,6,6
Rudbeckia missouriensis,Junonia coenia,1,1
Rudbeckia occidentalis,Anthophora terminalis,1,0
Rudbeckia occidentalis,Apis mellifera,6,1
Rudbeckia occidentalis,Bombus,1,1
Rudbeckia occidentalis,Bombus appositus,2,0
Rudbeckia occidentalis,Bombus bifarius,79,1
Rudbeckia occidentalis,Bombus centralis,11,3
Rudbeckia occidentalis,Bombus flavidus,2,0
Rudbeckia occidentalis,Bombus flavifrons,7,0
Rudbeckia occidentalis,Bombus griseocollis,1,0
Rudbeckia occidentalis,Bombus huntii,2,0
Rudbeckia occidentalis,Bombus insularis,17,2
Rudbeckia occidentalis,Bombus melanopygus,3,0
Rudbeckia occidentalis,Bombus mixtus,12,1
Rudbeckia occidentalis,Bombus occidentalis,3,0
Rudbeckia occidentalis,Bombus rufocinctus,6,1
Rudbeckia occidentalis,Bombus vancouverensis,3,3
Rudbeckia occidentalis,Bombus vandykei,3,0
Rudbeckia occidentalis,Bombus vosnesenskii,12,0
Rudbeckia occidentalis,Halictus ligatus,2,2
Rudbeckia subtomentosa,Agapostemon virescens,1,1
Rudbeckia subtomentosa,Alypia octomaculata,1,1
Rudbeckia subtomentosa,Andrena miserabilis,1,0
Rudbeckia subtomentosa,Apallates coxendix,1,0
Rudbeckia subtomentosa,Apis mellifera,1,1
Rudbeckia subtomentosa,Augochlora pura,1,1
Rudbeckia subtomentosa,Bombus griseocollis,1,0
Rudbeckia subtomentosa,Bombus impatiens,4,4
Rudbeckia subtomentosa,Bombus rufocinctus,4,4
Rudbeckia subtomentosa,Brachypalpus oarus,1,0
Rudbeckia subtomentosa,Calycopis cecrops,1,1
Rudbeckia subtomentosa,Ceropales robinsonii,1,0
Rudbeckia subtomentosa,Chauliognathus pensylvanicus,2,2
Rudbeckia subtomentosa,Cisseps fulvicollis,1,1
Rudbeckia subtomentosa,Eristalis stipator,2,2
Rudbeckia subtomentosa,Eristalis transversa,3,3
Rudbeckia subtomentosa,Erynnis horatius,1,1
Rudbeckia subtomentosa,Euodynerus hidalgo,2,2
Rudbeckia subtomentosa,Euphyes vestris,1,1
Rudbeckia subtomentosa,Halictus ligatus,6,6
Rudbeckia subtomentosa,Helicoverpa zea,1,1
Rudbeckia subtomentosa,Lascoria ambigualis,1,1
Rudbeckia subtomentosa,Limenitis archippus,1,0
Rudbeckia subtomentosa,Melissodes dentiventris,1,0
Rudbeckia subtomentosa,Nomada affabilis,1,0
Rudbeckia subtomentosa,Nomada integerrima,1,0
Rudbeckia subtomentosa,Nomophila nearctica,1,1
Rudbeckia subtomentosa,Palpada vinetorum,1,1
Rudbeckia subtomentosa,Paranthidium jugatorium,5,5
Rudbeckia subtomentosa,Phormia regina,1,0
Rudbeckia subtomentosa,Phyciodes tharos,1,1
Rudbeckia subtomentosa,Strangalia famelica,1,0
Rudbeckia subtomentosa,Tarache terminimaculata,1,1
Rudbeckia subtomentosa,Toxomerus geminatus,1,1
Rudbeckia subtomentosa,Udea rubigalis,1,1
Rudbeckia subtomentosa,Xylocopa virginica,1,1
Rudbeckia subtomentosa,Xylophanes tersa,1,0
Ruellia blechum,Ascia monuste,1,1
Ruellia blechum,Dione vanillae,1,1
Ruellia blechum,Hemiargus ceraunus,1,1
Ruellia caroliniensis,Acmaeodera ornata,1,1
Ruellia caroliniensis,Acmaeodera tubulus,1,1
Ruellia caroliniensis,Andrena miserabilis,1,0
Ruellia caroliniensis,Asbolis capucinus,4,4
Ruellia caroliniensis,Bombus impatiens,3,2
Ruellia caroliniensis,Ceratina calcarata,2,2
Ruellia caroliniensis,Euglossa dilemma,2,2
Ruellia caroliniensis,Hedone vibex,1,1
Ruellia caroliniensis,Hylaeus sparsus,1,0
Ruellia caroliniensis,Leptometopa latipes,1,0
Ruellia caroliniensis,Nomada luteoloides,1,0
Ruellia caroliniensis,Oligoria maculata,1,1
Ruellia caroliniensis,Phormia regina,1,0
Ruellia caroliniensis,Sapyga centrata,1,0
Ruellia caroliniensis,Strangalia famelica,1,0
Ruellia caroliniensis,Xylocopa micans,1,1
Ruellia ciliosa,Acmaeodera tubulus,1,1
Ruellia ciliosa,Agapostemon virescens,1,1
Ruellia ciliosa,Apis mellifera,4,4
Ruellia ciliosa,Bombus impatiens,3,3
Ruellia ciliosa,Bombus pensylvanicus,1,1
Ruellia ciliosa,Eupeodes americanus,2,2
Ruellia ciliosa,Hemaris thysbe,1,1
Ruellia ciliosa,Melissodes bimaculatus,5,5
Ruellia ciliosa,Popillia japonica,2,2
Ruellia ciliosa,Xylocopa virginica,4,4
Ruellia humilis,Bombus auricomus,1,0
Ruellia nudiflora,Battus philenor,1,1
Ruellia nudiflora,Ceratina floridana,1,1
Ruellia nudiflora,Lerema accius,3,3
Ruellia nudiflora,Phoebis sennae,1,1
Ruellia nudiflora,Xylocopa virginica,1,1
Ruellia simplex,Anthanassa texana,1,1
Ruellia simplex,Apis mellifera,1,1
Ruellia simplex,Asbolis capucinus,21,21
Ruellia simplex,Bombus impatiens,3,2
Ruellia simplex,Bombus pensylvanicus,5,5
Ruellia simplex,Bombus sonorus,2,2
Ruellia simplex,Calpodes ethlius,3,3
Ruellia simplex,Calypte costae,3,3
Ruellia simplex,Danaus plexippus,1,1
Ruellia simplex,Enyo lugubris,1,1
Ruellia simplex,Euglossa dilemma,2,2
Ruellia simplex,Hyles lineata,1,1
Ruellia simplex,Lerema accius,2,2
Ruellia simplex,Papilio cresphontes,2,2
Ruellia simplex,Phoebis sennae,7,7
Ruellia simplex,Xylocopa micans,1,1
Ruellia simplex,Xylocopa virginica,1,1
Ruellia strepens,Anoplodera pubera,1,0
Ruellia strepens,Holcopasites heliopsis,1,0
Ruellia strepens,Nomada cressonii,1,0
Ruellia strepens,Palpada furcata,1,1
Ruellia strepens,Phoebis sennae,1,1
Ruellia strepens,Polistes fuscatus,1,0
Ruellia strepens,Pyrota mylabrina,1,0
Ruellia strepens,Sphecodes illinoensis,1,0
Ruellia strepens,Synchlora aerata,1,1
Ruellia strepens,Trypoxylon clavatum,1,0
Ruellia strepens,Vanessa atalanta,1,0
Rumex acetosella,Atalantycha bilineata,1,1
Rumex acetosella,Epargyreus clarus,1,1
Rumex acetosella,Eupeodes latifasciatus,1,0
Rumex acetosella,Eupeodes volucris,2,0
Rumex acetosella,Incisalia niphon,2,2
Rumex acetosella,Lycaena hypophlaeas,5,5
Rumex acetosella,Perapion curtirostre,1,1
Rumex acetosella,Toxomerus geminatus,4,4
Rumex crispus,Allograpta obliqua,1,1
Rumex crispus,Bombus crotchii,1,0
Rumex crispus,Bombus fervidus,1,0
Rumex crispus,Bombus griseocollis,1,1
Rumex crispus,Diplazon laetatorius,1,1
Rumex crispus,Eupeodes pomus,1,1
Rumex crispus,Harmonia axyridis,1,1
Rumex crispus,Limenitis archippus,2,2
Rumex crispus,Lon zabulon,1,1
Rumex crispus,Polistes dominula,1,1
Rumex crispus,Toxomerus marginatus,2,2
Rumex crispus,Xylocopa virginica,2,2
Rumex obtusifolius,Dolichovespula maculata,2,2
Rumex obtusifolius,Haematopis grataria,1,1
Rupertia physodes,Bombus sitkensis,1,0
Rupertia physodes,Bombus vosnesenskii,1,0
Russelia equisetiformis,Allograpta exotica,1,1
Russelia equisetiformis,Archilochus colubris,5,5
Russelia equisetiformis,Asbolis capucinus,2,2
Russelia equisetiformis,Calypte anna,2,2
Russelia equisetiformis,Calypte costae,9,9
Russelia equisetiformis,Heliconius charithonia,1,1
Russelia equisetiformis,Hyles lineata,1,1
Russelia equisetiformis,Junonia grisea,2,2
Russelia equisetiformis,Leptotes cassius,1,1
Russelia equisetiformis,Melissodes bimaculatus,2,2
Russelia equisetiformis,Phoebis philea,1,1
Russelia equisetiformis,Phoebis sennae,1,1
Russelia equisetiformis,Polistes dominula,1,1
Russelia equisetiformis,Xylocopa californica,1,1
Sabal minor,Xylocopa virginica,1,1
Sabatia angularis,Andrena carlini,1,0
Sabatia angularis,Carmenta pyralidiformis,1,0
Sabatia angularis,Gorytes simillimus,1,0
Sabatia angularis,Hoplitis spoliata,1,0
Sabatia angularis,Ichneumon ambulatorius,1,0
Sabatia angularis,Limenitis archippus,1,0
Sabatia angularis,Melissodes dentiventris,1,0
Sabatia angularis,Nomada affabilis,1,0
Sabatia angularis,Ocyptamus fuscipennis,5,5
Sabatia angularis,Pentaria trifasciata,1,0
Sabatia angularis,Phyciodes tharos,1,0
Sabatia angularis,Scolia nobilitata,1,0
Sabatia angularis,Sphecodes smilacinae,1,0
Sabatia angularis,Tachytes chrysopyga,1,0
Sabatia angularis,Toxomerus politus,1,0
Sabatia brevifolia,Nuntianus cubanus,1,1
Sabatia capitata,Bombus impatiens,2,2
Sabatia difformis,Villa lateralis,1,1
Sabatia kennedyana,Agapostemon virescens,1,1
Sabatia stellaris,Bombus impatiens,2,2
Sabatia stellaris,Ceratina floridana,1,1
Sabatia stellaris,Hedone vibex,1,1
Sabulina michauxii,Bombus ternarius,1,1
Sagittaria engelmanniana,Toxomerus geminatus,1,1
Sagittaria graminea,Philanthus ventilabris,1,1
Sagittaria lancifolia,Agapostemon poeyi,1,1
Sagittaria lancifolia,Agapostemon splendens,2,2
Sagittaria lancifolia,Anartia jatrophae,4,4
Sagittaria lancifolia,Apis mellifera,11,11
Sagittaria lancifolia,Asbolis capucinus,1,1
Sagittaria lancifolia,Augochlora pura,1,1
Sagittaria lancifolia,Bombus pensylvanicus,3,3
Sagittaria lancifolia,Cymaenes tripunctus,1,1
Sagittaria lancifolia,Danaus gilippus,1,1
Sagittaria lancifolia,Dielis dorsata,2,2
Sagittaria lancifolia,Eupeodes americanus,1,1
Sagittaria lancifolia,Euphyes pilatka,1,1
Sagittaria lancifolia,Halictus poeyi,1,1
Sagittaria lancifolia,Hylaeus schwarzii,13,13
Sagittaria lancifolia,Megachile xylocopoides,1,1
Sagittaria lancifolia,Ocyptamus fuscipennis,1,1
Sagittaria lancifolia,Pachodynerus nasidens,1,1
Sagittaria lancifolia,Palpada albifrons,2,2
Sagittaria lancifolia,Palpada vinetorum,2,2
Sagittaria lancifolia,Phyciodes phaon,1,1
Sagittaria lancifolia,Poanes viator,3,3
Sagittaria lancifolia,Polistes fuscatus,1,1
Sagittaria lancifolia,Trichiotinus lunulatus,1,1
Sagittaria lancifolia,Xylocopa micans,2,2
Sagittaria latifolia,Ancyloxypha numitor,3,3
Sagittaria latifolia,Anoplodera pubera,1,0
Sagittaria latifolia,Apis mellifera,1,1
Sagittaria latifolia,Atrytone arogos,3,3
Sagittaria latifolia,Augochlora pura,1,1
Sagittaria latifolia,Bombus impatiens,5,5
Sagittaria latifolia,Brachypalpus oarus,1,0
Sagittaria latifolia,Chalcosyrphus metallicus,1,1
Sagittaria latifolia,Coleomegilla maculata,4,4
Sagittaria latifolia,Eristalis anthophorina,2,2
Sagittaria latifolia,Eristalis arbustorum,2,2
Sagittaria latifolia,Eumenes fraternus,1,1
Sagittaria latifolia,Eurimyia stipatus,4,4
Sagittaria latifolia,Lasioglossum cinctipes,1,0
Sagittaria latifolia,Lasioglossum coriaceum,1,1
Sagittaria latifolia,Listronotus appendiculatus,1,1
Sagittaria latifolia,Milesia virginiensis,1,1
Sagittaria latifolia,Morellia micans,1,0
Sagittaria latifolia,Nastra lherminier,1,1
Sagittaria latifolia,Nomada affabilis,1,0
Sagittaria latifolia,Nomada cressonii,1,0
Sagittaria latifolia,Ocyptamus fuscipennis,3,3
